text,created_at
I will be interviewed on @foxandfriends at 7:00 A.M.,09-12-2016 10:09:36
#NeverForgethttps://t.co/G5TMAUzy0z,09-11-2016 17:34:30
The seriously failing @nytimes despite so much winning and poll numbers that will soon put me in first place only writes dishonest hits!,09-11-2016 01:14:10
Hillary Clinton just had her 47% moment. What a terrible thing she said about so many great Americans!,09-10-2016 23:37:06
RT @BarackObama: RT if you agree: We need a President who is fighting for all Americans not one who writes off nearly half the country.,09-10-2016 20:46:30
While Hillary said horrible things about my supporters and while many of her supporters will never vote for me I still respect them all!,09-10-2016 18:18:37
Really sad that Republicans would allow themselves to be used in a Clinton ad. Lindsey Graham Romney Flake Sass. SUPREME COURT REMEMBER!,09-10-2016 15:54:27
Wow Hillary Clinton was SO INSULTING to my supporters millions of amazing hard working people. I think it will cost her at the Polls!,09-10-2016 12:47:18
Will be in Missouri today with Melania for the funeral of a wonderful and truly respected woman Phyllis S!,09-10-2016 12:43:08
"@Stvzbnk: Just Watched @tonyschwartz. Obviously Tony is a Total Whack Job @realDonaldTrump",09-10-2016 12:30:40
Just returned from Pensacola Florida where the crowd was incredible.,09-10-2016 06:15:08
I havn't seen @tonyschwartz in many years he hardly knows me. Never liked his style. Super lib Crooked H supporter. Irrelevant dope!,09-10-2016 05:57:59
Dummy writer @tonyschwartz who wanted to do a second book with me for years (I said no) is now a hostile basket case who feels jilted!,09-10-2016 05:47:11
Thank you Florida - we are going to MAKE AMERICA GREAT AGAIN! Join us: https://t.co/3KWOl2ibaW. #AmericaFirst https://t.co/vzKtRxzvwv,09-10-2016 02:31:43
Will be delivering a major speech tonight - live on @oreillyfactor at 8:10pm from Pensacola Florida.,09-10-2016 00:11:22
Thank you Ohio. Together we will MAKE AMERICA GREAT AGAIN!https://t.co/3KWOl20zMm https://t.co/n026nE4XIp,09-09-2016 23:19:33
Great honor to be endorsed by popular  and  successful @gov_gilmore of VA. A state that I very much want to win-THX Jim! https://t.co/x4Y1TAFHvn,09-09-2016 23:13:34
MAKE AMERICA GREAT AGAIN!#AmericaFirst #ImWithYou https://t.co/JIlNW7myEN,09-09-2016 21:10:51
Henry McMaster Lt. Governor of South Carolina who endorsed me beat failed @CNN announcer Bakari Sellers so badly. Funny!,09-09-2016 17:32:36
RT @EricTrump: Join @TeamTrump on Saturday for National Day of Action as we work to #MakeAmericaGreatAgain! https://t.co/hyclkzPoBR https:/…,09-09-2016 16:20:55
Jeff Zucker failed @NBC and he is now failing @CNN.,09-09-2016 14:42:56
.@CNN is unwatchable. Their news on me is fiction. Theyare a disgrace to the broadcasting industry and an arm of the Clinton campaign.,09-09-2016 14:37:53
The documentary of me that @CNN just aired is a total waste of time. I don't even know many of the people who spoke about me. A joke!,09-09-2016 04:10:49
Final poll results from NBC on last nights Commander-in-Chief Forum. Thank you! #ImWithYou #MAGA https://t.co/C5ipaxUN7B,09-09-2016 02:00:32
It wasn't Matt Lauer that hurt Hillary last night. It was her very dumb answer about emails  and  the veteran who said she should be in jail.,09-09-2016 00:39:36
More poll results from last nights Commander-in-Chief Forum. #AmericaFirst #TrumpTrain https://t.co/FxyBL6fO1h,09-08-2016 23:56:22
Last nights results - in poll taken by NBC. #AmericaFirst #ImWithYou https://t.co/sCOnny1fl3,09-08-2016 19:52:32
With Luis Mexico and the United States would have made wonderful deals together - where both Mexico and the US would have benefitted.,09-08-2016 18:17:01
Mexico has lost a brilliant finance minister and wonderful man who I know is highly respected by President Peña Nieto.,09-08-2016 18:16:25
Hillary Clinton answered email questions differently last night than she has in the past. She is totally confused. Unfit to serve as #POTUS.,09-08-2016 16:25:36
Hillary just gave a disastrous news conference on the tarmac to make up for poor performance last night. She's being decimated by the media!,09-08-2016 15:17:47
RT @DanScavino: Last nights winner was clear  and  it will be proven time  and  time again - lets #MAGA!! Lets WIN!! #TrumpTrain https://t.co/sGqp9…,09-08-2016 15:09:13
"A rough night for Hillary Clinton"  ABC News.,09-08-2016 12:10:13
Wow reviews are in - THANK YOU!,09-08-2016 10:52:27
COMING UP @GenFlynn @newtgingrich on @foxandfriends,09-08-2016 10:43:12
Thank you to @foxandfriends for the nice reviews of last night.,09-08-2016 10:39:04
Thank you America - great #CommanderInChiefForum polls! https://t.co/Rcu6KaRGCB,09-08-2016 09:59:36
Thank you to our fantastic veterans. The reviews and polls from almost everyone of my Commander-in-Chief presentation were great. Nice!,09-08-2016 04:02:15
Thank you Peter - if elected I will think big for our country  and  never let the American people down! #AmericaFirst https://t.co/6Nwu7EMJ9d,09-07-2016 22:07:20
Wow - thank you Pensacola FL. See you Friday at 7pm -- join me!https://t.co/JCO7Za78tV https://t.co/LYmpRyY0Hq,09-07-2016 20:23:56
#AmericaFirst! https://t.co/fQGxwAjXD7,09-07-2016 18:12:26
'Donald Trump leads Hillary Clinton by 19 points among military veteran voters: poll' #AmericaFirst #MAGAhttps://t.co/5FmxGtLkwt,09-07-2016 15:11:59
"@adhd_fa:Kudos to @PARISDENNARD for standing up to CNN's attempt to bully you and shout you down for defending @realDonaldTrump #media bias,09-07-2016 04:22:37
I will be interviewed on @oreillyfactor tonight at 11pmE @FoxNews. Enjoy!,09-07-2016 01:20:48
Thank you North Carolina- get out  and  #VoteTrump on 11/8/2016!#MakeAmericaGreatAgain https://t.co/HX2LRYs4Vq,09-07-2016 00:32:58
Great meeting with military spouses in Virginia- joined by @IvankaTrump @LaraLeaTrump @GenFlynn  and  @MayorRGiuliani. https://t.co/00GNH9nLet,09-06-2016 22:09:01
Thank you to all of our amazing military families service members and veterans. #ImWithYou https://t.co/RmQJt0Wxcq,09-06-2016 20:02:26
Join me in Pensacola Florida this Friday at 7pm! #VoteTrump https://t.co/L8Ui56dcrJ https://t.co/0ciDCuoFeO,09-06-2016 17:57:59
Thank you! #VoteTrump #ImWithYou https://t.co/SCEq9LqTTj,09-06-2016 17:08:51
Mainstream media never covered Hillary’s massive “hacking”or coughing attack yet it is #1 trending. What’s up?,09-06-2016 15:31:09
"@Ler: Message for undecided voters: Please wake up and vote DonaldTrump now! Trump/Pence very important save our America before too late!",09-06-2016 13:05:12
Thank you! #AmericaFirst https://t.co/6v4C8ykDVl,09-06-2016 12:49:02
As a tribute to the late great Phyllis Schlafly I hope everybody can go out and get her latest book THE CONSERVATIVE CASE FOR TRUMP.,09-06-2016 12:48:02
China wouldn't provide a red carpet stairway from Air Force One and then Philippines President calls Obama "the son of a whore." Terrible!,09-06-2016 11:12:11
The truly great Phyllis Schlafly who honored me with her strong endorsement for president has passed away at 92. She was very special!,09-06-2016 11:00:56
Thank you Ohio! #AmericaFirst https://t.co/p68GAJdhwu,09-05-2016 22:46:00
Heading to Youngstown Ohio now- some great polls. #AmericaFirst https://t.co/cGwDLSOFUt,09-05-2016 18:26:10
Thank you American Legion Post 610- for hosting @Mike_Pence  and  I for a roundtable with labor leaders. #LaborDay #MAGA https://t.co/r0cwJlV38L,09-05-2016 16:55:19
#LaborDay #AmericaFirstVideo: https://t.co/RNl7cfzkmN https://t.co/ZqRtbV4KRI,09-05-2016 14:09:28
Can you believe that the Chinese would not give Obama the proper stairway to get off his plane - fight on tarmac! https://t.co/FAldS5zZi5,09-05-2016 14:03:05
President Obama  and  Putin fail to reach deal on Syria - so what else is new? Obama is not a natural deal maker. Only makes bad deals!,09-05-2016 13:49:00
"@OSPREY675: @Miami4Trump I followed you because you are a patriot  and  support @realDonaldTrump as do I. #MAGA by sticking together.,09-05-2016 03:59:58
"@tweak626: I'm at a biker rally in Perry Kansas...and everyone is a @realDonaldTrump fan. Love it.",09-05-2016 03:58:39
"@ronnieclemmons: @ChrisCJackson @TakouiS @realDonaldTrump  Trump now leads her by 2 - get real she will lose big",09-05-2016 01:30:36
"@lblackvelvet: @realDonaldTrump We need to show Americans that Hillary will KILL our Country !! Vote for Trump !!",09-05-2016 01:28:02
"@CherNuna: @realDonaldTrump It defies belief the Web of Lies Hillary is spinning! One excuse after another. Then it's this then it's that.,09-05-2016 01:24:26
Lyin' Hillary Clinton told the FBI that she did not know the "C" markings on documents stood for CLASSIFIED. How can this be happening?,09-04-2016 23:49:48
To the African-American community: The Democrats have failed you for fifty years high crime poor schools no jobs. I will fix it VOTE "T",09-04-2016 23:26:41
The polls are close so Crooked Hillary is getting out of bed and will campaign tomorrow.Why did she hammer 13 devices and acid-wash e-mails?,09-04-2016 23:17:38
The Great State of Arizona where I just had a massive rally (amazing people) has a very weak and ineffective Senator Jeff Flake. Sad!,09-04-2016 23:05:24
The Republican Party needs strong and committed leaders not weak people such as @JeffFlake if it is going to stop illegal immigration.,09-04-2016 22:05:29
RT @DanScavino: Doesn't fit the MSM narrative - so they wont share what @realDonaldTrump did for Jesse Jackson in 1999 - so I will! https:/…,09-04-2016 16:35:36
"@AnneBellar: @realDonaldTrump @CNN CNN is so biased. Never ever watch them. Trump 2016!!",09-04-2016 16:11:27
Crooked Hillary's V.P. pick said this morning that I was not aware that Russia took over Crimea. A total lie - and taken over during O term!,09-04-2016 16:04:21
Wow the failing @nytimes has not reported properly on Crooked's FBI release. They are at the back of the pack - no longer a credible source,09-04-2016 12:55:58
.@CNN is so disgusting in their bias but they are having a hard time promoting Crooked Hillary in light of the new e-mail scandals.,09-03-2016 20:36:39
Great visit to Detroit church fantastic reception and all @CNN talks about is a small protest outside. Inside a large and wonderful crowd!,09-03-2016 20:33:36
I am returning to the Pensacola Bay Center in Florida- Friday 9/9/16 at 7pm. Join me! https://t.co/L8Ui56dcrJ https://t.co/wAePlfS0JL,09-03-2016 20:15:15
Thank you Great Faith Ministries International Bishop Wayne T. Jackson and Detroit!https://t.co/4Ucx678ZCC,09-03-2016 17:27:53
#ImWithYou https://t.co/I8dHzezmY4,09-03-2016 11:39:03
#AmericaFirst #ImWithYou https://t.co/Gtl7DyQkzt,09-02-2016 23:35:14
Great new poll Iowa - thank you!#MakeAmericaGreatAgain #ImWithYou https://t.co/7hupah1RQN,09-02-2016 16:55:57
I visited our Trump Tower campaign headquarters last night after returning from Ohio and Arizona and it was packed with great pros - WIN!,09-02-2016 12:35:44
People will be very surprised by our ground game on Nov. 8. We have an army of volunteers and people with GREAT SPIRIT! They want to #MAGA!,09-02-2016 12:32:31
Just heard that crazy and very dumb @morningmika had a mental breakdown while talking about me on the low ratings @Morning_Joe. Joe a mess!,09-02-2016 12:28:58
I will be interviewed by @ericbolling tonight at 8pm on the @oreillyfactor. Enjoy!,09-01-2016 22:53:52
I am promising you a new legacy for America. We're going to create a new American future. Thank you OHIO! #ImWithYou https://t.co/TUgccsxvoy,09-01-2016 17:05:25
Thank you for having me this morning @AmericanLegion. I enjoyed my time with everyone! #ALConvention2016 https://t.co/19TZEi6EbB,09-01-2016 14:22:26
Poll numbers way up - making big progress!,09-01-2016 10:46:44
Thank you to @foxandfriends for the great review of the speech on immigration last night. Thank you also to the great people of Arizona!,09-01-2016 10:40:13
Mexico will pay for the wall!,09-01-2016 10:31:17
Under a Trump administration it's called #AmericaFirst! #ImWithYouhttps://t.co/QfHfCQg0Wa,09-01-2016 05:07:04
Hillary Clinton doesn't have the strength or the stamina to MAKE AMERICA GREAT AGAIN! #AmericaFirsthttps://t.co/G1MuLrjhW9,09-01-2016 05:06:52
There will be no amnesty!#MakeAmericaGreatAgain #ImWithYouhttps://t.co/vVhzSdCblA,09-01-2016 04:58:53
Mexico will pay for the wall - 100%!#MakeAmericaGreatAgain #ImWithYouhttps://t.co/pSFuPZz0xP,09-01-2016 04:58:19
RT @LouDobbs: We are Watching A Leader Who for the First Time in Three Presidencies Will Put America and Americans First! @realDonaldTrump…,09-01-2016 04:40:54
RT @AnnCoulter: I hear Churchill had a nice turn of phrase but Trump's immigration speech is the most magnificent speech ever given.,09-01-2016 04:40:26
Just arrived in Arizona! #ImWithYouhttps://t.co/MT3wW61YS5,09-01-2016 00:57:54
Great trip to Mexico today  - wonderful leadership and high quality people! Look forward to our next meeting.,09-01-2016 00:43:00
Hillary Clinton didn't go to Louisiana and now she didn't go to Mexico. She doesn't have the drive or stamina to MAKE AMERICA GREAT AGAIN!,09-01-2016 00:40:07
Former President Vicente Fox who is railing against my visit to Mexico today also invited me when he apologized for using the "f bomb.",08-31-2016 13:07:38
Thank you Washington! Together WE will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirst https://t.co/CWDQnISYH4,08-31-2016 03:56:43
I have accepted the invitation of President Enrique Pena Nieto of Mexico and look very much forward to meeting him tomorrow.,08-31-2016 02:33:22
RT @RSBNetwork: We are ALREADY LIVE in Everett WA for the Trump Rally. Come join us- our cameras tonight! #TrumpinEverett https://t.co/R…,08-31-2016 02:17:40
RT @DRUDGE_REPORT: REUTERS POLL:  CLINTON TRUMP ALL TIED UP... https://t.co/htCXcTA5T7,08-31-2016 02:14:10
Thank you North Carolina! #MAGA https://t.co/1oWrFnHe0u,08-30-2016 23:54:36
Thank you America! #MAGAhttps://t.co/FljBVvbwKr https://t.co/ePJW9jLckM,08-30-2016 20:47:05
"@meequalsfree: Looking forward to seeing you again! Everett to be a packed house! @realDonaldTrump  @mike_pence",08-30-2016 10:46:19
From day one I said that I was going to build a great wall on the SOUTHERN BORDER and much more. Stop illegal immigration. Watch Wednesday!,08-30-2016 10:27:21
Join me this Thursday in Wilmington Ohio at noon! #ImWithYouTickets: https://t.co/66bfVtIwf1 https://t.co/fDAJl5wVGe,08-30-2016 00:27:21
Join me this Wednesday in Phoenix Arizona at 6pm! #ImWithYouTickets: https://t.co/1jATILh2k7 https://t.co/VwKnxo1TNQ,08-30-2016 00:15:51
#MakeAmericaGreatAgain #ImWithYou https://t.co/IoYMdjvWHf,08-29-2016 23:24:42
We will repeal and replace the horrible disaster known as #Obamacare! https://t.co/YzRTPrqrNC,08-29-2016 22:03:53
#CrookedHillary https://t.co/vXhcC8PaPy,08-29-2016 18:41:49
Now that African-Americans are seeing what a bad job Hillary type policy and management has done to the inner-cities they want TRUMP!,08-29-2016 13:35:31
Crooked Hillary's brainpower is highly overrated.Probably why her decision making is so bad or as stated by Bernie S she has BAD JUDGEMENT,08-29-2016 13:30:04
Does anyone know that Crooked Hillary who tried so hard was unable to pass the Bar Exams in Washington D.C. She was forced to go elsewhere,08-29-2016 13:23:02
"@PMNOrlando: @realDonaldTrump I know of NO ONE voting for Crooked Hillary! Her rallies are held in (blank)   and  she still has room.,08-29-2016 13:17:47
"@RhondaR: Thank-You Clarence Henderson for telling @cnn you know racism  and  it's not DonaldTrump https://t.co/fSBPxZU8Gu via @BreitbartNews",08-29-2016 13:15:39
"@Patrici: Crowd at Trump Rally in Akron Ohio is a Sea of Women Minorities Independents Dems https://t.co/wm7HV8WPGk via @gatewaypundit,08-29-2016 13:14:12
Inner-city crime is reaching record levels. African-Americans will vote for Trump because they know I will stop the slaughter going on!,08-29-2016 13:09:52
Look how bad it is getting! How much more crime how many more shootings will it take for African-Americans and Latinos to vote Trump=SAFE!,08-29-2016 13:02:47
I will be making a major speech on ILLEGAL IMMIGRATION on Wednesday in the GREAT State of Arizona. Big crowds looking for a larger venue.,08-28-2016 23:27:59
I think that both candidates Crooked Hillary and myself should release detailed medical records. I have no problem in doing so! Hillary?,08-28-2016 23:24:14
Today is the 53rd anniversary of the March on Washington - today we honor the enduring fight for justice equality and opportunity.,08-28-2016 22:12:27
RT @FoxNews: Poll: @realDonaldTrump vs. @HillaryClinton among white Evangelicals. https://t.co/6ohwIh1Q24,08-28-2016 19:29:15
Thank you Arizona! #VoteTrump https://t.co/v8VLxdd0fO,08-28-2016 14:04:46
Join me Tuesday in Everett Washington at the Xfinity Arena! Tickets: https://t.co/ABQGySdcYt https://t.co/sn08gnd0lq,08-28-2016 14:01:53
"@LindaHarden: @realDonaldTrump America loves Trump and @mike_pence -- praying for you every day. Stay strong. #TrumpPence2016 #NeverHillary,08-28-2016 03:37:21
NATIONAL DEBT January 2009 = $10.6 TRILLIONAugust 2016 = $19.4 TRILLION https://t.co/dKAVaLfGAJ,08-28-2016 02:33:29
It was an honor to have the amazing Root family join me in Iowa. I have been so inspired by their courage  and  bravery. https://t.co/P4qVGGUYVZ,08-28-2016 02:08:10
Thank you Iowa! #ImWithYou https://t.co/3BIF6jBTkk,08-27-2016 21:27:08
Just landed in Iowa to attend a great event in honor of wonderful Senator @JoniErnst. Look forward to being with all of my friends.,08-27-2016 18:47:50
My condolences to Dwyane Wade and his family on the loss of Nykea Aldridge. They are in my thoughts and prayers.,08-27-2016 17:48:47
Dwyane Wade's cousin was just shot and killed walking her baby in Chicago. Just what I have been saying. African-Americans will VOTE TRUMP!,08-27-2016 16:26:08
"@GoldJazz559: #BlackMenForBernie Leader: #Hillary2016 ‘No Regard For Black Race’ https://t.co/m8952Ly3Jb via @dailycaller #BlacksForTrump,08-27-2016 15:18:52
"@DiamondandSilk: Crooked Hillary getting desperate. On TV bashing Trump. @CNN she forgot how she said a KKK member was her mentor.,08-27-2016 15:10:10
Heroin overdoses are taking over our children and others in the MIDWEST. Coming in from our southern border. We need strong border  and  WALL!,08-27-2016 14:17:14
New polls - join the MOVEMENT today.https://t.co/3KWOl20zMm #ImWithYou https://t.co/numII7W99T,08-27-2016 00:32:59
Join us via our new #AmericaFirst APP! #TrumpPence16 https://t.co/FccLQSCkDY https://t.co/0angXB2BrI,08-26-2016 23:59:43
Will be in Phoenix Arizona on Wednesday. Changing venue to much larger one. Demand is unreal. Polls looking great! #ImWithYou,08-26-2016 23:54:09
Thank you @TeamTrump Florida. Keep me updated and lets get those 100000 registered voters!#MakeAmericaGreatAgain  https://t.co/lseAAqxjA9,08-26-2016 23:11:22
I will be interviewed by @kimguilfoyle at 7pm on @FoxNews. #Enjoy!,08-26-2016 22:59:30
Army training slide lists Hillary Clinton as insider threat: https://t.co/CQTSo2ETJF,08-26-2016 19:26:16
Meet the ‘Trumpocrats’: Lifelong Democrats Breaking w/ Party Over Hillary to Support Donald Trump for President: https://t.co/g2N3JJWV8a,08-26-2016 19:21:22
"Hillary Clinton Deleted Emails Using Program Intended To Prevent Recovery" #CrookedHillary https://t.co/D0MeBJXBwN,08-26-2016 19:18:15
How quickly people forget that Crooked Hillary called African-American youth "SUPER PREDATORS" - Has she apologized?,08-26-2016 17:14:09
I am very proud to have brought the subject of illegal immigration back into the discussion. Such a big problem for our country-I will solve,08-26-2016 16:01:03
Wonderful @pastormarkburns was attacked viciously and unfairly on @MSNBC by crazy @morningmika on low ratings @Morning_Joe. Apologize!,08-26-2016 14:50:06
What do African-Americans and Hispanics have to lose by going with me. Look at the poverty crime and educational statistics. I will fix it!,08-26-2016 14:20:55
Crooked Hillary will NEVER be able to solve the problems of poverty education and safety within the African-American  and  Hispanic communities,08-26-2016 13:50:42
The Clinton's are the real predators...https://t.co/Fr0gFtZVVz,08-26-2016 12:05:57
"@Lewenskimo: Your opponent has run out of ideas now resorts to personal attacks on you. Every Amercan knows you represent HOPE!!",08-26-2016 03:59:54
"Hillary Clinton needs to address the racist undertones of her 2008 campaign." #FlashbackFriday https://t.co/MJQp0rcnzH,08-26-2016 02:58:51
"@DonaldJTrumpJr: Company Gouging Price Of EpiPens Is A Clinton Foundation Donor And Partner https://t.co/HHlNGnlGMN via dailycaller",08-26-2016 02:47:34
"@foxnation: Flashback: Hillary Clinton Praised Former KKK Member Robert Byrd as 'Friend and Mentor': https://t.co/e0Hb2rLb1X",08-26-2016 02:46:34
CLINTON CORRUPTION AND HER SABOTAGE OF THE INNER CITIES. Full speech transcript: https://t.co/npswT6lbg3,08-26-2016 02:45:11
Hillary Clinton only knows how to make a speech when it is a hit on me. No policy and always very short (stamina). Media gives her a pass!,08-26-2016 02:40:04
HRC is using the oldest play in the Dem playbook- when their policies fail they are left w/this one tired argument!https://t.co/FNbCMmwLTn,08-25-2016 21:25:15
Hillary Clinton is using race-baiting to try to get African-American voters- but they know she is all talk and NO ACTION!,08-25-2016 20:45:38
Hillary Clinton's short speech is pandering to the worst instincts in our society. She should be ashamed of herself!,08-25-2016 20:14:20
Just watched recap of #CrookedHillary's speech. Very short and lies. She is the only one fear-mongering!,08-25-2016 20:11:41
So many in the African-American community are doing so badly poverty and crime way up employment and jobs way down: I will fix it promise,08-25-2016 12:44:55
Poll numbers are starting to look very good. Leading in Florida @CNN Arizona and big jump in Utah. All numbers rising national way up. Wow!,08-25-2016 12:34:58
"@Trump_Videos: .@Nigel_Farage of the #brexit fame - We CAN do this! We can #MAGA with @realDonaldTrump https://t.co/1qyuc8ZykJ",08-25-2016 04:34:00
Thoughts and prayers to the great people of Indiana. You will prevail!,08-25-2016 01:41:53
Great Governor @Mike_Pence is in Indiana to help lead the relief efforts after tornadoes struck. True leadership.,08-25-2016 01:40:08
Will be on #Hannity @ 10pE @FoxNews- discussing various subjects including immigration-if elected we will #BuildTheWall  and  enforce our laws!,08-25-2016 00:05:24
Thank you for your support!#AmericaFirst #ImWithYou https://t.co/N8FShwYt2g,08-24-2016 22:39:23
A great afternoon in Tampa Florida. Thank you! #TrumpPence16 https://t.co/K5MBAcnfR1,08-24-2016 21:32:46
New national poll released. Join the MOVEMENT  and  together we will #MakeAmericaGreatAgain! https://t.co/3KWOl2ibaW https://t.co/rnU1fkn274,08-24-2016 17:24:13
Great new poll Florida - thank you! #MakeAmericaGreatAgain https://t.co/7TKpe388Bc,08-24-2016 16:42:04
I will not let the families of The Remembrance Project down! #MakeAmericaSafeAgainhttps://t.co/EMuSftG6RPhttps://t.co/FHPR44WixX,08-24-2016 15:19:24
My thoughts and prayers are with the victims and families of those affected by two powerful earthquakes in Italy and Myanmar.,08-24-2016 14:01:46
Thank you Travis County Texas!#MakeAmericaGreatAgain https://t.co/ZBnYzNb0eo,08-24-2016 02:56:21
Will be participating in a Town Hall tonight on @SeanHannity at 10pmE from Austin Texas. Enjoy! https://t.co/8ZBneb0pGk,08-24-2016 00:13:49
In Austin Texas with some of our amazing Border Patrol Agents. I will not let them down! https://t.co/U28HNPtjm9 https://t.co/7ImVH69fNb,08-23-2016 21:21:59
Join me in Tampa Florida- tomorrow at 1pmE! Tickets: https://t.co/iwEAiWKgtR https://t.co/lLyaW6nxsP,08-23-2016 16:37:38
President Obama should have gone to Louisiana days ago instead of golfing. Too little too late!,08-23-2016 16:15:25
Hillary Clinton strongly stated  that there was "absolutely no connection" between her private work and that of The State Department. LIE!,08-23-2016 14:46:58
It is being reported by virtually everyone and is a fact  that the media pile on against me is the worst in American political history!,08-23-2016 13:53:11
I am now in Texas doing a big fundraiser for the Republican Party and a @FoxNews Special on the BORDER and with victims of border crime!,08-23-2016 12:56:46
The @WashingtonPost quickly put together a hit job book on me- comprised of copies of some of their inaccurate stories. Don't buy boring!,08-23-2016 01:02:19
.@AnnCoulter's new book 'In Trump We Trust comes out tomorrow. People are saying it's terrific - knowing Ann I am sure it is!,08-23-2016 00:56:51
Just leaving Akron Ohio after a packed rally. Amazing people! Going now to Texas.,08-22-2016 23:46:42
Great meeting with active  and  retired law enforcement officers- at the Fraternal Order of Police lodge in Akron Ohio. https://t.co/EUWhDC644R,08-22-2016 21:06:42
Statement on Clinton Foundation:https://t.co/2twuzrB9om,08-22-2016 12:55:40
Will be interviewed on @foxandfriends at 8:30 A.M. Eastern. ENJOY!,08-22-2016 12:31:39
Some day when things calm down I'll tell the real story of @JoeNBC and his very insecure long-time girlfriend @morningmika. Two clowns!,08-22-2016 11:29:13
Tried watching low-rated @Morning_Joe this morning  unwatchable! @morningmika is off the wall a neurotic and not very bright mess!,08-22-2016 11:21:53
"@realbill2016: @realDonaldTrump @Brainykid2010 @shl Trump leading LA Times poll https://t.co/908uLXCIWz",08-22-2016 11:06:36
"@Brainykid2010: @shl @realDonaldTrump The ad was actually very good!",08-22-2016 01:40:42
"@55Lidsville:  #TeamTrump @KellyannePolls You need to show the crowds at the rallies use Periscope! Show HC's 139 YT viewers vs DT 38K",08-22-2016 01:25:00
"@SinAbunz_TM: @realDonaldTrump TRUMP VICTORY IN NOVEMBER!  #MAGA #TrumpPence16",08-22-2016 01:23:16
"@Jimbos2002:  @Morning_Joe Video: Hillary referring to blacks as super predators that need to be brought to heel. https://t.co/pMIHWayMRw",08-22-2016 01:19:06
I heard that @Morning_Joe was very nice on Friday but that little Donny D a big failure in TV ( and  someone I helped) was nasty. Irrelevant!,08-22-2016 01:08:08
Crooked Hillary is flooding the airwaves with false and misleading ads - all paid for by her bosses on Wall Street. Media is protecting her!,08-22-2016 00:33:38
I have been drawing very big and enthusiastic crowds but the media refuses to show or discuss them. Something very big is happening!,08-21-2016 23:35:17
Together we are going to MAKE AMERICA SAFE AND GREAT AGAIN!https://t.co/pUtN4kFhDK,08-21-2016 00:04:28
"@EyeCandyTMGayle: @realDonaldTrump please oh please take the CHARLOTTE NC speech ACROSS the swing states .... sooo powerful"  Good!,08-21-2016 00:02:41
"@J58golf: @realDonaldTrump been a great week. More of the same will get you in the white house!",08-21-2016 00:02:05
We will bring America together as ONE country again – united as Americans in common purpose and common dreams. #MAGA,08-20-2016 23:11:51
Will be back soon Virginia. We are going to MAKE AMERICA GREAT AGAIN! #TrumpPence16 https://t.co/IU4JPSi0rZ,08-20-2016 23:04:02
Will be interviewed on @JudgeJeanine at 9:00 P.M. Enjoy!,08-20-2016 23:02:37
Just leaving Virginia - really big crowd great enthusiasm!,08-20-2016 22:57:23
Thank you @JerryJrFalwell- will see you soon. #TrumpPence16 https://t.co/epfSJckcKq,08-20-2016 17:35:11
